39.341342	-86.009452	214.000000

39.354851	-86.009262	401.000000
39.354191	-86.003868	401.000000
39.352272	-85.999008	401.000000
39.349285	-85.995148	401.000000
39.345528	-85.992668	401.000000
39.341358	-85.991814	401.000000
39.337189	-85.992676	401.000000
39.333427	-85.995148	401.000000
39.330444	-85.999008	401.000000
39.328529	-86.003868	401.000000
39.327869	-86.009262	401.000000
39.328529	-86.014648	401.000000
39.330444	-86.019508	401.000000
39.333427	-86.023369	401.000000
39.337189	-86.025848	401.000000
39.341358	-86.026703	401.000000
39.345528	-86.025848	401.000000
39.349285	-86.023376	401.000000
39.352272	-86.019516	401.000000
39.354191	-86.014648	401.000000
39.354851	-86.009262	401.000000
